instante;testa_pequena_r;testa_pequena_g;testa_pequena_b;testa_pequena_px;testa_grande_r;testa_grande_g;testa_grande_b;testa_grande_px;bochechas_r;bochechas_g;bochechas_b;bochechas_px;conjunto_pequeno_r;conjunto_pequeno_g;conjunto_pequeno_b;conjunto_pequeno_px;conjunto_grande_r;conjunto_grande_g;conjunto_grande_b;conjunto_grande_px;fundo_r;fundo_g;fundo_b;caixa_x;caixa_y;caixa_l;caixa_a
37.29370;224.3288;196.6568;193.1141;2366;224.1635;198.9742;195.3131;4570;217.8842;191.8075;186.5408;6030;219.9637;193.3982;188.5890;6667;220.0003;193.9481;189.4406;11990;213.8567;217.0322;224.3969;196;34;238;238
37.31474;224.3288;196.6568;193.1141;2366;224.1635;198.9742;195.3131;4570;217.8842;191.8075;186.5408;6030;219.9637;193.3982;188.5890;6667;220.0003;193.9481;189.4406;11990;213.8567;217.0322;224.3969;196;34;238;238
37.35480;223.7590;196.3789;192.7029;2407;223.3921;198.0971;193.8988;4616;219.2784;194.1319;188.5544;5951;220.7527;194.6572;189.7465;6741;220.3957;194.8520;189.8989;11994;214.3961;217.3232;224.4467;196;34;238;238
37.37733;223.4174;196.1318;192.4516;2374;223.1592;197.8591;193.6938;4578;219.3753;194.1301;188.5245;5956;220.8573;194.8455;189.8808;6701;220.4870;194.9895;190.0017;11960;214.3961;217.3232;224.4467;195;34;238;238
37.41604;222.5240;194.2628;190.7572;2397;222.5187;196.7880;192.8090;4556;219.2903;193.5214;188.4373;5969;220.4033;193.7675;189.2671;6757;220.2119;194.2673;189.5428;12024;213.8365;217.2668;224.4469;195;34;238;238
37.43807;222.5240;194.2628;190.7572;2397;222.5187;196.7880;192.8090;4556;219.2903;193.5214;188.4373;5969;220.4033;193.7675;189.2671;6757;220.2119;194.2673;189.5428;12024;213.8365;217.2668;224.4469;195;34;238;238
37.47701;224.3621;198.2537;194.9854;2400;224.3480;200.4039;196.5044;4635;217.9904;192.0148;186.6716;6020;220.0745;193.9748;189.2705;6739;220.1764;194.8548;190.1410;12060;214.1654;217.4165;224.3628;195;34;238;238
37.53364;222.6836;194.5384;190.7050;2383;222.7619;196.9842;192.6554;4556;220.7164;196.2113;190.2638;5826;221.2584;195.2995;190.1689;6695;220.9617;195.5647;190.3690;11943;214.2445;217.9087;225.0629;194;34;239;239
37.57378;222.6836;194.5384;190.7050;2383;222.7619;196.9842;192.6554;4556;220.7164;196.2113;190.2638;5826;221.2584;195.2995;190.1689;6695;220.9617;195.5647;190.3690;11943;214.2445;217.9087;225.0629;194;34;239;239
37.59605;224.3703;197.2527;193.8883;2382;224.5305;200.0385;195.7628;4624;218.4360;192.9428;187.5266;5982;220.3420;194.1146;189.4423;6821;220.0524;194.5170;189.6968;12222;214.0260;217.3304;224.4083;194;34;239;239
37.63650;224.3703;197.2527;193.8883;2382;224.5305;200.0385;195.7628;4624;218.4360;192.9428;187.5266;5982;220.3420;194.1146;189.4423;6821;220.0524;194.5170;189.6968;12222;214.0260;217.3304;224.4083;194;34;239;239
37.65985;223.6632;197.0451;192.3302;2417;223.0670;198.7445;194.0525;4626;219.6364;194.6115;189.4683;6039;221.1298;195.4830;190.4309;6793;220.6539;195.6061;190.6706;12102;214.7748;218.6731;225.6074;194;34;238;238
37.70078;223.6632;197.0451;192.3302;2417;223.0670;198.7445;194.0525;4626;219.6364;194.6115;189.4683;6039;221.1298;195.4830;190.4309;6793;220.6539;195.6061;190.6706;12102;214.7748;218.6731;225.6074;194;34;238;238
37.72413;222.1149;194.3145;190.8553;2350;222.3962;197.5438;193.3146;4513;219.4022;194.1290;188.7476;6077;220.1025;193.6569;188.8744;6680;220.3197;194.9710;190.0448;12044;214.0446;217.3707;224.4350;194;35;237;237
37.76339;222.1149;194.3145;190.8553;2350;222.3962;197.5438;193.3146;4513;219.4022;194.1290;188.7476;6077;220.1025;193.6569;188.8744;6680;220.3197;194.9710;190.0448;12044;214.0446;217.3707;224.4350;194;35;237;237
37.78582;223.8666;198.1621;194.0341;2406;224.5347;201.0564;196.4556;4539;218.9845;193.0919;187.9915;5986;220.3550;194.1431;189.3184;6653;220.7905;195.6014;190.7554;12004;214.2699;217.3263;224.5942;194;35;237;237
37.82439;222.4255;193.9292;190.6651;2329;222.5839;197.2362;193.3049;4487;220.5118;195.9561;190.5184;5928;221.1176;195.0388;190.2100;6572;221.0267;195.9202;191.1499;11775;214.3075;217.8589;225.0127;194;35;237;237
37.84226;222.1994;193.2722;190.1565;2307;222.3735;196.7053;192.8726;4442;220.6543;196.0187;190.5141;5779;220.7978;194.3831;189.6466;6502;220.9557;195.7241;190.9754;11760;214.3075;217.8589;225.0127;194;36;236;236
37.88574;223.3900;195.9615;192.9226;2287;224.1334;199.5905;195.6492;4364;218.3028;191.7556;187.1117;5892;219.5254;192.3891;188.2699;6576;220.1693;194.1408;189.8944;11864;214.1784;218.2104;225.3166;194;36;236;236
37.90744;223.3900;195.9615;192.9226;2287;224.1334;199.5905;195.6492;4364;218.3028;191.7556;187.1117;5892;219.5254;192.3891;188.2699;6576;220.1693;194.1408;189.8944;11864;214.1784;218.2104;225.3166;194;36;236;236
37.95015;223.2182;195.3572;191.4368;2301;222.9050;198.0449;193.5371;4409;219.4326;194.2206;188.9007;5874;220.3829;193.9334;189.1315;6579;220.5431;195.2780;190.3238;11916;214.6224;218.5205;225.3278;194;36;236;236
37.97132;223.2182;195.3572;191.4368;2301;222.9050;198.0449;193.5371;4409;219.4326;194.2206;188.9007;5874;220.3829;193.9334;189.1315;6579;220.5431;195.2780;190.3238;11916;214.6224;218.5205;225.3278;194;36;236;236
38.01354;221.3421;192.9163;189.4266;2365;221.6251;196.1384;192.3193;4529;218.8296;193.2958;187.3807;5926;219.4489;192.5463;187.3522;6661;219.6136;193.8041;188.7730;12118;213.8654;217.0967;224.2431;194;36;236;236
38.06184;224.9643;197.9948;194.0248;2295;224.9786;200.9919;196.3152;4439;218.0489;192.2746;186.8041;6075;220.1492;193.6879;188.7191;6550;220.5277;195.3117;190.1304;11948;214.2485;217.2176;224.4020;194;36;237;237
38.10112;224.9643;197.9948;194.0248;2295;224.9786;200.9919;196.3152;4439;218.0489;192.2746;186.8041;6075;220.1492;193.6879;188.7191;6550;220.5277;195.3117;190.1304;11948;214.2485;217.2176;224.4020;194;36;237;237
38.12382;222.0337;193.2731;190.6502;2347;221.4769;195.0874;191.9262;4554;220.4160;195.0162;190.2979;5911;220.8549;194.2679;190.3689;6652;220.6004;194.6374;190.4521;11897;214.2653;217.7681;224.8928;194;36;238;238
38.16496;222.0337;193.2731;190.6502;2347;221.4769;195.0874;191.9262;4554;220.4160;195.0162;190.2979;5911;220.8549;194.2679;190.3689;6652;220.6004;194.6374;190.4521;11897;214.2653;217.7681;224.8928;194;36;238;238
38.18963;223.1069;195.4315;191.7090;2357;222.9575;197.6513;193.5576;4591;218.1518;192.1786;187.2026;5987;219.3868;192.6728;188.2682;6632;219.9641;193.9928;189.3871;12021;214.0305;217.0549;224.2000;194;36;238;238
38.22907;223.1069;195.4315;191.7090;2357;222.9575;197.6513;193.5576;4591;218.1518;192.1786;187.2026;5987;219.3868;192.6728;188.2682;6632;219.9641;193.9928;189.3871;12021;214.0305;217.0549;224.2000;194;36;238;238
38.25366;222.7733;195.3203;191.8254;2245;222.8794;198.3100;194.1368;4336;219.8440;194.8922;189.4133;5865;220.4285;194.3439;189.5989;6592;220.5533;195.4899;190.6100;11835;214.4973;217.7700;224.9942;195;36;236;236
38.29433;222.7733;195.3203;191.8254;2245;222.8794;198.3100;194.1368;4336;219.8440;194.8922;189.4133;5865;220.4285;194.3439;189.5989;6592;220.5533;195.4899;190.6100;11835;214.4973;217.7700;224.9942;195;36;236;236
38.31532;222.0595;193.3778;189.6060;2287;222.6161;197.0644;192.8381;4423;218.6387;193.5705;187.7624;5870;219.6539;192.9618;187.8740;6541;219.9017;194.2966;189.1951;11948;214.0923;217.7765;224.7981;195;36;236;236
38.36581;223.5689;197.1658;193.6393;2401;223.9442;199.6117;195.8799;4497;218.5914;193.1191;187.3719;5876;219.9297;193.7150;188.8356;6653;220.1881;194.8671;189.8829;11983;214.6629;218.1309;225.0528;195;36;236;236
38.38673;223.5689;197.1658;193.6393;2401;223.9442;199.6117;195.8799;4497;218.5914;193.1191;187.3719;5876;219.9297;193.7150;188.8356;6653;220.1881;194.8671;189.8829;11983;214.6629;218.1309;225.0528;195;36;236;236
38.42955;222.4133;193.9621;190.7697;2267;222.8381;197.4791;193.2408;4440;220.4758;196.2244;190.5964;5864;220.9170;194.8864;190.0920;6577;221.0858;196.1553;191.1559;11905;214.5232;218.2099;225.3136;195;36;236;236
38.45130;222.4133;193.9621;190.7697;2267;222.8381;197.4791;193.2408;4440;220.4758;196.2244;190.5964;5864;220.9170;194.8864;190.0920;6577;221.0858;196.1553;191.1559;11905;214.5232;218.2099;225.3136;195;36;236;236
38.49270;222.8830;196.2686;192.1401;2334;223.6940;200.0570;195.3767;4457;217.7235;192.5144;186.8264;5888;219.4018;193.3240;188.1234;6612;219.6661;194.8363;189.6921;11919;213.9687;217.1657;224.3272;195;36;236;236
38.51547;222.8830;196.2686;192.1401;2334;223.6940;200.0570;195.3767;4457;217.7235;192.5144;186.8264;5888;219.4018;193.3240;188.1234;6612;219.6661;194.8363;189.6921;11919;213.9687;217.1657;224.3272;195;36;236;236
38.55422;222.7543;195.2214;191.6742;2308;222.8982;198.1352;193.8194;4380;220.0133;194.6336;189.1307;5851;220.9332;194.5605;189.8445;6559;220.7432;195.4970;190.4934;11854;214.6903;217.8426;224.7677;195;36;236;236
38.57590;222.4550;194.9693;191.4717;2279;222.8312;198.1602;193.8439;4407;219.9399;194.6019;189.1109;5941;220.9030;194.6147;189.8854;6502;220.8036;195.6137;190.5909;11842;214.6903;217.8426;224.7677;194;36;237;237
38.61319;221.9052;193.9082;190.0078;2310;222.6080;197.5078;193.1584;4413;218.1952;193.0258;187.7586;6018;219.3048;192.8651;188.1281;6598;219.7160;194.4699;189.5628;11877;214.1640;217.7344;224.8905;194;36;237;237
38.63450;221.9052;193.9082;190.0078;2310;222.6080;197.5078;193.1584;4413;218.1952;193.0258;187.7586;6018;219.3048;192.8651;188.1281;6598;219.7160;194.4699;189.5628;11877;214.1640;217.7344;224.8905;194;36;237;237
38.67446;224.4403;197.3859;194.3510;2296;224.4233;200.0014;196.1884;4415;218.8300;192.9742;187.4754;5772;220.4865;194.1147;189.3628;6392;220.7742;195.1761;190.3431;11567;214.5735;217.8731;224.9405;194;36;237;237
38.73404;220.6761;191.8323;189.0840;2356;221.4558;195.7153;191.6232;4535;220.5677;195.4454;190.0443;5732;220.4542;193.7857;189.3714;6499;220.5399;195.1011;190.2461;11846;214.5178;218.5007;225.3820;194;36;236;236
38.78159;220.6761;191.8323;189.0840;2356;221.4558;195.7153;191.6232;4535;220.5677;195.4454;190.0443;5732;220.4542;193.7857;189.3714;6499;220.5399;195.1011;190.2461;11846;214.5178;218.5007;225.3820;194;36;236;236
38.80370;223.6869;195.3221;192.3113;2319;223.9126;198.8980;194.8129;4462;218.2735;192.5693;187.0142;5902;219.7655;192.6750;187.9434;6553;220.0518;194.3083;189.4010;12019;214.2893;217.9569;224.9458;194;36;236;236
38.84686;223.6869;195.3221;192.3113;2319;223.9126;198.8980;194.8129;4462;218.2735;192.5693;187.0142;5902;219.7655;192.6750;187.9434;6553;220.0518;194.3083;189.4010;12019;214.2893;217.9569;224.9458;194;36;236;236
38.86870;222.2896;194.2515;190.5232;2286;222.5936;196.9917;192.6155;4437;220.3868;195.0297;189.3244;5796;220.7709;194.1579;189.2123;6478;220.8904;195.2327;190.1048;11768;214.4734;217.7199;224.9000;194;36;236;236
38.91366;222.2896;194.2515;190.5232;2286;222.5936;196.9917;192.6155;4437;220.3868;195.0297;189.3244;5796;220.7709;194.1579;189.2123;6478;220.8904;195.2327;190.1048;11768;214.4734;217.7199;224.9000;194;36;236;236
38.93505;221.3911;192.8258;190.1519;2337;221.7657;196.0641;192.3609;4525;218.6045;193.1357;187.3404;6026;219.4176;192.6000;187.8812;6605;219.5636;193.8149;188.8920;12027;213.9630;217.2953;224.4078;194;36;237;237
38.97897;221.3911;192.8258;190.1519;2337;221.7657;196.0641;192.3609;4525;218.6045;193.1357;187.3404;6026;219.4176;192.6000;187.8812;6605;219.5636;193.8149;188.8920;12027;213.9630;217.2953;224.4078;194;36;237;237
39.00189;223.9463;196.8383;192.6134;2307;224.3835;199.7867;195.4167;4449;218.8130;193.1520;187.0829;5888;220.0613;193.5923;188.1677;6504;220.6703;195.2468;189.8416;11858;214.4335;217.2862;224.1574;194;36;237;237
39.04556;221.3297;193.0257;189.5261;2372;221.7976;196.2682;192.1913;4481;220.2548;195.6337;189.9216;5984;220.4689;194.3403;189.4875;6605;220.5793;195.2813;190.1981;11909;214.4564;218.4747;225.3393;194;36;237;237
39.06763;221.3919;192.9949;189.4811;2355;222.0268;196.4725;192.3463;4508;220.2905;195.6287;189.9352;5893;220.3526;194.0848;189.2565;6625;220.5318;195.1785;190.1094;12006;214.4564;218.4747;225.3393;195;36;236;236
39.11099;223.2886;197.0290;192.9238;2311;224.4202;200.5847;196.0900;4467;218.0864;192.5042;186.8006;6008;219.3750;193.1607;187.9110;6616;220.0299;194.7960;189.6624;12110;214.0930;217.6674;224.7119;195;36;236;236
39.13242;223.2886;197.0290;192.9238;2311;224.4202;200.5847;196.0900;4467;217.8246;192.2794;186.6697;6128;219.5163;193.4734;188.2247;6603;220.0261;194.8205;189.6949;12064;214.0930;217.6674;224.7119;195;36;237;237
39.17567;222.7272;194.4340;190.2339;2309;222.8028;197.3174;192.4387;4502;220.3851;195.4183;189.9532;6025;221.0003;194.7459;189.6318;6572;221.0726;195.5512;190.3075;11936;214.5142;217.8140;224.7534;195;36;237;237
39.19634;222.7272;194.4340;190.2339;2309;222.8028;197.3174;192.4387;4502;220.3851;195.4183;189.9532;6025;221.0003;194.7459;189.6318;6572;221.0726;195.5512;190.3075;11936;214.5142;217.8140;224.7534;195;36;237;237
39.24314;223.0596;194.6907;190.5847;2331;223.1801;197.9590;192.9889;4514;218.9179;193.4140;187.6989;5921;220.3349;193.5568;188.4654;6581;220.2136;194.4686;189.0994;11896;214.1044;217.5163;224.6124;195;36;237;237
39.26528;224.4718;197.5886;193.7508;2319;224.7158;200.7680;196.2649;4465;218.4961;192.8276;187.4520;5922;220.7076;194.4794;189.6509;6540;220.5447;195.3320;190.2988;11882;214.6618;218.0841;225.0654;195;36;237;237
39.31096;224.4718;197.5886;193.7508;2319;224.7158;200.7680;196.2649;4465;218.4961;192.8276;187.4520;5922;220.7076;194.4794;189.6509;6540;220.5447;195.3320;190.2988;11882;214.6618;218.0841;225.0654;195;36;237;237
39.33258;222.2067;193.4424;189.9003;2337;221.8400;195.3577;191.4836;4520;220.2740;195.3104;190.0826;6019;220.8885;194.5880;189.9244;6692;220.4835;194.7308;190.1220;11971;214.0340;217.0813;224.4342;194;36;238;238
39.37783;222.2067;193.4424;189.9003;2337;221.8400;195.3577;191.4836;4520;220.2740;195.3104;190.0826;6019;220.8885;194.5880;189.9244;6692;220.4835;194.7308;190.1220;11971;214.0340;217.0813;224.4342;194;36;238;238
39.40128;224.3701;197.7062;193.9459;2291;224.0671;199.6332;195.5703;4501;218.1719;192.5998;186.9961;5869;220.0005;193.7730;188.8212;6612;219.9047;194.4195;189.5117;11879;214.2330;217.9365;224.9402;193;36;239;239
39.44520;224.3701;197.7062;193.9459;2291;224.0671;199.6332;195.5703;4501;218.1719;192.5998;186.9961;5869;220.0005;193.7730;188.8212;6612;219.9047;194.4195;189.5117;11879;214.2330;217.9365;224.9402;193;36;239;239
39.46662;222.1179;194.9274;190.9769;2299;221.8272;196.8482;192.8385;4439;220.1148;195.2215;189.3639;5820;220.8195;194.8704;189.7455;6566;220.3472;195.0966;190.0684;11744;214.6032;218.4491;225.4571;193;36;239;239
39.50882;222.1179;194.9274;190.9769;2299;221.8272;196.8482;192.8385;4439;220.1148;195.2215;189.3639;5820;220.8195;194.8704;189.7455;6566;220.3472;195.0966;190.0684;11744;214.6032;218.4491;225.4571;193;36;239;239
39.53193;222.8185;194.5789;190.7613;2325;222.4907;196.8002;192.6488;4510;218.0646;192.4854;187.0318;6038;219.6317;193.0938;188.0642;6682;219.4719;193.6934;188.8103;11986;214.0616;217.7022;224.8418;194;36;238;238
39.57616;223.8892;197.3342;193.4923;2346;223.6747;199.2474;194.9189;4491;218.3164;192.2830;187.0447;5859;220.1338;193.8424;189.1385;6591;220.1569;194.6358;189.8298;11759;214.2013;217.2987;224.4899;194;36;238;238
39.59819;223.8892;197.3342;193.4923;2346;223.6747;199.2474;194.9189;4491;218.3164;192.2830;187.0447;5859;220.1338;193.8424;189.1385;6591;220.1569;194.6358;189.8298;11759;214.2013;217.2987;224.4899;194;36;238;238
39.64065;222.0203;192.9578;189.5943;2369;221.7173;195.2987;191.1879;4630;219.9450;194.9583;189.6246;5905;220.6719;194.2057;189.5017;6671;220.3275;194.5591;189.7656;11983;214.0908;217.8705;225.1410;194;36;238;238
39.66244;222.0203;192.9578;189.5943;2369;221.7173;195.2987;191.1879;4630;219.9450;194.9583;189.6246;5905;220.6719;194.2057;189.5017;6671;220.3275;194.5591;189.7656;11983;214.0908;217.8705;225.1410;194;36;238;238
39.70647;223.8252;196.9628;193.5028;2363;223.5779;198.8662;195.4167;4627;217.5418;191.5941;186.1574;5999;219.5486;193.2752;188.4313;6693;219.6739;193.9584;189.3569;12045;214.1369;217.6899;224.7778;194;36;238;238
39.72874;223.8252;196.9628;193.5028;2363;223.5779;198.8662;195.4167;4627;217.5418;191.5941;186.1574;5999;219.5486;193.2752;188.4313;6693;219.6739;193.9584;189.3569;12045;214.1369;217.6899;224.7778;194;36;238;238
39.77357;222.6071;194.2180;191.2720;2316;222.3940;195.8974;192.6159;4462;220.1600;195.0914;189.6068;5976;220.8662;194.4211;189.9197;6650;220.7411;195.0141;190.3996;11875;214.4948;218.4861;225.4695;194;36;238;238
39.79723;222.6071;194.2180;191.2720;2316;222.3940;195.8974;192.6159;4462;220.1600;195.0914;189.6068;5976;220.8662;194.4211;189.9197;6650;220.7411;195.0141;190.3996;11875;214.4948;218.4861;225.4695;194;36;238;238
39.84075;223.0976;194.8524;191.8257;2243;222.7815;196.8206;193.3743;4448;218.0212;192.1740;186.8814;5989;219.3373;192.7538;188.2049;6599;219.6500;193.5075;188.9868;11853;213.8852;217.5360;224.6118;194;36;238;238
39.86344;223.0976;194.8524;191.8257;2243;222.7815;196.8206;193.3743;4448;218.0387;192.3894;187.0914;5920;219.3875;192.8459;188.3161;6684;219.4336;193.1883;188.7113;11966;213.8852;217.5360;224.6118;194;36;239;239
39.90902;223.5055;196.3386;193.1529;2348;223.5099;198.1772;194.5967;4503;218.6907;192.5738;187.0619;5852;220.3179;193.5378;188.9629;6666;220.1111;193.9946;189.2405;11844;214.4064;217.7934;224.8604;194;36;239;239
39.92732;222.1793;193.5490;189.8164;2348;222.1693;195.8694;191.4699;4541;219.7640;194.5809;189.1577;5949;220.5885;194.2131;189.4004;6668;220.3976;194.5534;189.5521;11931;214.1976;217.9276;224.9397;194;36;238;238
39.98212;222.1793;193.5490;189.8164;2348;222.1693;195.8694;191.4699;4541;219.7640;194.5809;189.1577;5949;220.5885;194.2131;189.4004;6668;220.3976;194.5534;189.5521;11931;214.1976;217.9276;224.9397;194;36;238;238
40.00391;224.6263;198.2595;194.5124;2293;225.1676;201.4275;196.9541;4426;218.0448;192.3405;187.8400;6006;220.1429;194.0487;189.9415;6552;220.3030;195.0570;190.6101;11961;214.1677;217.7508;224.7616;194;36;237;237
40.04589;224.6263;198.2595;194.5124;2293;225.1676;201.4275;196.9541;4426;218.0448;192.3405;187.8400;6006;220.1429;194.0487;189.9415;6552;220.3030;195.0570;190.6101;11961;214.1677;217.7508;224.7616;194;36;237;237
40.06851;222.7326;194.4281;191.0363;2315;223.0711;197.3812;193.0652;4431;220.1626;195.8765;189.8905;5917;220.7610;194.8143;189.6903;6603;221.0048;195.9374;190.6188;11995;214.5773;218.2110;225.2332;194;36;236;236
40.10817;222.7326;194.4281;191.0363;2315;223.0711;197.3812;193.0652;4431;220.1626;195.8765;189.8905;5917;220.7610;194.8143;189.6903;6603;221.0048;195.9374;190.6188;11995;214.5773;218.2110;225.2332;194;36;236;236
40.13009;222.7108;195.1819;192.0360;2358;223.0387;198.6747;194.7452;4497;218.6617;193.0376;187.4749;5991;219.7807;193.2437;188.4181;6615;219.9084;194.4706;189.6369;11981;213.9613;217.3889;224.5668;193;36;237;237
40.16990;222.7108;195.1819;192.0360;2358;223.0387;198.6747;194.7452;4497;218.6617;193.0376;187.4749;5991;219.7807;193.2437;188.4181;6615;219.9084;194.4706;189.6369;11981;213.9613;217.3889;224.5668;193;36;237;237
40.19234;224.0086;196.6734;192.9680;2315;223.4701;198.4160;194.5794;4567;218.4747;193.1429;187.9592;5957;220.2913;194.1886;189.5851;6677;220.3685;194.9762;190.3335;11951;214.5075;217.7093;224.9133;193;36;238;238
40.23063;222.0323;193.6606;190.2640;2322;221.1585;195.1534;191.2775;4544;219.7324;194.4579;189.2693;6023;220.4003;193.9536;189.3422;6675;220.0391;194.3341;189.6248;11971;214.1969;217.9048;224.9514;193;36;238;238
40.25120;221.9610;193.6548;190.2749;2335;221.0895;195.1834;191.3011;4570;219.8838;194.6539;189.3833;5998;220.5291;194.1141;189.4347;6632;220.0036;194.2849;189.5678;11978;214.1969;217.9048;224.9514;192;36;238;238
40.29112;224.4239;197.5290;193.9791;2293;224.3796;199.8280;195.8887;4412;218.2196;191.5029;186.3786;5914;220.3310;193.4363;188.7335;6558;220.3588;194.4158;189.7551;11743;214.1986;217.6866;224.8166;192;36;238;238
40.31162;224.4239;197.5290;193.9791;2293;224.3796;199.8280;195.8887;4412;218.2196;191.5029;186.3786;5914;220.3310;193.4363;188.7335;6558;220.3588;194.4158;189.7551;11743;214.1986;217.6866;224.8166;192;36;238;238
40.35204;222.1551;193.1555;190.0464;2328;221.6120;194.8750;191.2406;4551;219.9640;194.9645;189.3668;5998;220.8516;194.3616;189.5275;6584;220.4096;194.5933;189.7646;11948;214.2384;217.5069;224.6754;192;36;238;238
40.37174;222.1551;193.1555;190.0464;2328;221.6120;194.8750;191.2406;4551;219.9882;195.0869;189.4932;5949;220.6747;194.1762;189.4033;6692;220.1861;194.2851;189.4943;12002;214.2384;217.5069;224.6754;192;36;239;239
40.41341;223.3790;194.9310;191.1509;2319;223.1850;197.3884;193.2051;4475;218.1627;192.1470;186.9051;5994;219.6925;192.4668;187.7366;6673;219.5507;193.3674;188.5172;11961;213.8794;217.5109;224.7079;192;36;239;239
40.46186;223.6640;196.0051;192.3198;2333;223.4911;198.2236;194.2184;4445;218.7220;192.8201;187.6058;5938;220.2626;193.4095;188.7225;6623;220.3419;194.6105;189.8471;11834;214.2383;217.4627;224.5254;192;36;238;238
40.50526;223.6640;196.0051;192.3198;2333;223.4911;198.2236;194.2184;4445;218.7220;192.8201;187.6058;5938;220.2626;193.4095;188.7225;6623;220.3419;194.6105;189.8471;11834;214.2383;217.4627;224.5254;192;36;238;238
40.52826;222.2095;193.6335;190.9309;2344;221.4471;195.1873;191.8013;4534;219.8155;193.9769;189.6480;5977;220.4899;193.5045;189.6747;6597;220.2251;194.1531;190.1611;11956;214.0770;217.5817;224.8173;192;36;238;238
40.56769;222.2095;193.6335;190.9309;2344;221.4471;195.1873;191.8013;4534;219.8155;193.9769;189.6480;5977;220.4899;193.5045;189.6747;6597;220.2251;194.1531;190.1611;11956;214.0770;217.5817;224.8173;192;36;238;238
40.58951;224.8486;197.8717;194.9517;2338;224.2213;199.7609;196.2235;4537;217.9498;191.9086;186.1780;5962;220.1618;193.6903;188.8675;6632;220.1041;194.5783;189.7815;11947;214.2661;218.0126;225.0060;192;36;238;238
40.63135;224.8486;197.8717;194.9517;2338;224.2213;199.7609;196.2235;4537;217.9498;191.9086;186.1780;5962;220.1618;193.6903;188.8675;6632;220.1041;194.5783;189.7815;11947;214.2661;218.0126;225.0060;192;36;238;238
40.65287;221.8734;192.8288;189.7099;2354;222.1220;195.8793;192.0157;4449;220.4357;195.4237;190.1349;5960;220.6522;194.1374;189.6164;6622;220.7837;195.0961;190.3559;11887;214.4054;218.1402;225.1657;192;36;238;238
40.69535;221.8734;192.8288;189.7099;2354;222.1220;195.8793;192.0157;4449;220.4357;195.4237;190.1349;5960;220.6522;194.1374;189.6164;6622;220.7837;195.0961;190.3559;11887;214.4054;218.1402;225.1657;192;36;238;238
40.71640;223.5915;195.6261;192.5595;2284;223.2450;198.0532;194.3942;4417;218.7370;191.8978;187.2932;5849;220.1461;192.5395;188.5304;6563;219.9403;193.4723;189.2069;11892;213.9691;217.6350;224.7756;192;36;239;239
40.76677;223.3181;196.1313;192.6374;2383;222.7771;197.4923;193.6765;4550;218.9504;193.3604;188.0900;5922;220.3857;194.0191;189.3445;6687;220.1494;194.2412;189.6025;11983;214.4834;217.6336;224.8358;192;36;239;239
40.78754;223.3181;196.1313;192.6374;2383;222.7771;197.4923;193.6765;4550;218.9504;193.3604;188.0900;5922;220.3857;194.0191;189.3445;6687;220.1494;194.2412;189.6025;11983;214.4834;217.6336;224.8358;192;36;239;239
40.82974;222.4414;194.0000;190.4075;2356;221.9609;195.9003;191.7122;4475;219.8896;194.6923;188.7859;5950;220.5427;194.0574;189.0171;6738;220.3453;194.4128;189.2452;11962;214.1896;217.9812;224.9724;192;36;239;239
40.85283;222.4414;194.0000;190.4075;2356;221.9609;195.9003;191.7122;4475;219.7005;194.2740;188.3876;5970;220.5120;194.0211;188.9365;6598;220.4222;194.5722;189.3808;11911;214.1896;217.9812;224.9724;192;36;238;238
40.89133;224.6605;199.2460;194.6398;2374;224.4741;200.8664;196.1808;4520;218.0296;192.1423;186.6793;5887;220.1832;194.3848;189.0987;6606;220.4463;195.3064;190.2488;11788;214.2745;217.8494;225.0666;192;36;238;238
40.91262;224.6605;199.2460;194.6398;2374;224.4741;200.8664;196.1808;4520;218.0296;192.1423;186.6793;5887;220.1832;194.3848;189.0987;6606;220.4463;195.3064;190.2488;11788;214.2745;217.8494;225.0666;192;36;238;238
40.95279;222.3756;193.5564;191.0169;2367;221.7920;195.6080;192.3078;4600;220.2770;195.9060;189.9431;6065;220.8167;194.7023;190.0473;6662;220.7278;195.4995;190.5984;11987;214.4070;218.5616;225.5543;192;36;238;238
40.97387;222.3756;193.5564;191.0169;2367;221.7920;195.6080;192.3078;4600;220.2770;195.9060;189.9431;6065;220.8167;194.7023;190.0473;6662;220.7278;195.4995;190.5984;11987;214.4070;218.5616;225.5543;192;36;238;238
41.01135;222.4337;195.0179;191.8766;2407;222.4306;197.0377;193.4412;4619;218.4119;192.1677;187.1614;6011;219.5274;192.7400;188.3966;6684;219.7997;193.6727;189.2465;12099;214.0597;217.4514;224.6252;192;36;238;238
41.03254;222.4337;195.0179;191.8766;2407;222.4306;197.0377;193.4412;4619;218.4119;192.1677;187.1614;6011;219.5274;192.7400;188.3966;6684;219.7997;193.6727;189.2465;12099;214.0597;217.4514;224.6252;192;36;238;238
41.07268;223.4996;196.4110;192.5623;2326;223.2146;198.1967;194.2195;4483;218.9713;193.6967;188.3996;5958;220.2176;194.2396;189.3854;6595;220.4452;195.1363;190.3383;11884;214.6435;218.2223;225.2701;192;36;238;238
41.11773;222.3615;193.7425;190.7291;2318;221.9291;195.8628;192.1873;4469;219.6490;193.9576;188.7094;5992;220.3320;193.5704;189.1734;6576;220.3482;194.3492;189.6768;11892;214.0930;217.7004;224.7986;192;36;238;238
