instante;testa_pequena_r;testa_pequena_g;testa_pequena_b;testa_pequena_px;testa_grande_r;testa_grande_g;testa_grande_b;testa_grande_px;bochechas_r;bochechas_g;bochechas_b;bochechas_px;conjunto_pequeno_r;conjunto_pequeno_g;conjunto_pequeno_b;conjunto_pequeno_px;conjunto_grande_r;conjunto_grande_g;conjunto_grande_b;conjunto_grande_px;fundo_r;fundo_g;fundo_b;caixa_x;caixa_y;caixa_l;caixa_a
0.45131;123.3149;93.3933;92.2649;2118;136.9874;101.1925;97.5387;3880;96.4591;95.9156;101.5417;9561;102.5789;94.9571;99.0429;8761;127.7495;94.9213;91.8503;9311;174.7158;176.1748;174.7416;67;165;294;294
0.48983;123.3149;93.3933;92.2649;2118;136.9874;101.1925;97.5387;3880;96.4591;95.9156;101.5417;9561;102.5789;94.9571;99.0429;8761;127.7495;94.9213;91.8503;9311;174.7158;176.1748;174.7416;67;165;294;294
0.52600;131.9572;99.8578;98.9143;2264;141.9534;105.3056;102.6971;4140;94.8297;95.4082;104.4022;8697;104.0513;96.2179;102.8207;8142;108.0473;97.8173;103.4870;15618;173.0885;173.1572;173.5802;67;165;294;294
0.54536;131.9572;99.8578;98.9143;2264;141.9534;105.3056;102.6971;4140;94.8297;95.4082;104.4022;8697;104.0513;96.2179;102.8207;8142;108.0473;97.8173;103.4870;15618;173.0885;173.1572;173.5802;67;165;294;294
0.58405;132.8109;102.0914;101.6214;2813;142.6267;106.2857;104.2617;4795;96.5664;98.4491;109.7082;8376;106.5169;99.0310;107.4235;8234;111.9269;100.9055;107.3098;16061;172.1957;171.1489;172.7382;67;165;294;294
0.60347;129.9695;101.0496;100.5364;2461;139.1453;104.6596;103.4952;4081;99.4302;99.4638;109.9385;7948;107.7232;100.3920;108.2537;7559;111.9110;101.0208;107.4839;14601;172.1957;171.1489;172.7382;68;167;281;281
0.63997;157.2468;122.1797;117.2386;2804;162.9796;123.7169;118.7792;5054;113.6919;108.8647;116.8722;8482;126.2795;112.8284;117.4844;8385;129.9185;113.6348;117.0729;16031;181.9503;180.6832;182.3565;68;167;281;281
0.68126;167.3111;125.4526;120.4536;3144;165.4412;124.5993;119.7893;5433;122.9504;115.7306;121.4391;8959;136.6042;117.6986;120.1390;8972;165.2978;124.9469;118.7591;10786;181.5433;180.0793;182.5768;78;163;277;277
0.72553;167.3111;125.4526;120.4536;3144;165.4412;124.5993;119.7893;5433;122.9504;115.7306;121.4391;8959;136.6042;117.6986;120.1390;8972;165.2978;124.9469;118.7591;10786;181.5433;180.0793;182.5768;78;163;277;277
0.74580;168.8324;127.6672;121.9597;3347;167.5129;128.8695;123.4398;5810;166.4359;125.7842;118.1296;4444;138.2716;117.9966;120.3135;9449;167.0886;127.9132;121.2150;11539;180.5715;177.8273;181.2604;81;157;279;279
0.79322;168.8324;127.6672;121.9597;3347;167.5129;128.8695;123.4398;5810;166.4359;125.7842;118.1296;4444;138.2716;117.9966;120.3135;9449;167.0886;127.9132;121.2150;11539;180.5715;177.8273;181.2604;81;157;279;279
0.81331;176.6363;136.3329;130.7247;3346;174.6247;136.8906;131.0145;5932;173.4556;132.1739;123.9625;4561;174.8921;133.6031;126.9010;6356;174.4516;135.4861;128.2556;11892;184.8469;182.2708;186.1175;81;154;278;278
0.85914;176.6363;136.3329;130.7247;3346;174.6247;136.8906;131.0145;5932;173.4556;132.1739;123.9625;4561;174.8921;133.6031;126.9010;6356;174.4516;135.4861;128.2556;11892;184.8469;182.2708;186.1175;81;154;278;278
0.87707;175.3306;135.1496;129.9463;3276;173.9545;136.8518;131.0581;5977;175.8544;135.3387;125.9385;4780;176.5609;135.1461;127.8778;6261;173.9993;135.9219;128.5063;12376;184.7667;181.7082;186.5044;85;152;276;276
0.92449;178.6669;140.9899;135.7309;3266;175.2774;140.6796;135.6885;6410;175.0738;133.5361;125.7164;4809;177.8270;136.9793;130.3481;6363;174.4683;137.0903;130.8327;12745;184.5854;181.9683;187.6152;85;152;276;276
0.94198;179.7522;142.5518;136.6300;3184;175.8529;141.5345;136.1699;6451;176.3524;134.9334;126.5180;5017;179.5132;138.6314;131.3822;6343;175.0276;137.8149;131.1964;12852;184.5854;181.9683;187.6152;86;150;275;275
0.98738;187.2785;148.1928;141.1488;3185;183.0525;146.9007;140.9490;6476;184.4006;145.3599;135.8856;5290;187.7644;147.3940;138.6635;6630;182.7194;145.4254;137.9819;13309;190.3158;187.6639;193.2187;86;150;275;275
1.00634;187.2312;147.8897;140.9761;3136;183.2845;146.8763;140.9202;6282;185.3684;146.0480;136.2487;5166;187.6894;147.2133;138.5765;6562;182.7011;145.3683;137.8922;13122;190.3158;187.6639;193.2187;88;151;272;272
1.05151;189.4033;151.6076;141.6890;3132;185.0613;150.1711;140.9888;6423;183.2023;143.1938;132.7652;5315;188.1682;148.0641;137.5209;6594;181.9845;145.0062;135.6373;13449;190.9692;188.7471;193.2019;88;151;272;272
1.06918;189.1148;151.6049;141.5242;3285;184.8401;150.3187;141.1877;6712;182.7543;142.7982;132.4564;5327;187.9973;147.9158;137.3889;6791;181.7290;144.9015;135.6549;13689;190.9692;188.7471;193.2019;85;150;276;276
1.10843;188.7629;151.9070;141.7072;3214;184.9622;150.6623;141.5901;6701;182.4659;144.1050;132.7997;5381;187.4903;148.6682;137.5797;6726;181.4536;145.6085;136.0474;13899;190.9065;189.6120;194.2976;85;150;276;276
1.16123;189.4218;139.7079;100.1731;3478;186.0963;139.0286;99.9821;7137;184.2885;133.8132;92.1736;6001;188.1073;137.2773;96.5813;7457;182.8326;134.2066;94.1215;15213;226.6407;224.6704;213.9263;82;150;276;276
1.20943;189.4218;139.7079;100.1731;3478;186.0963;139.0286;99.9821;7137;184.2885;133.8132;92.1736;6001;188.1073;137.2773;96.5813;7457;182.8326;134.2066;94.1215;15213;226.6407;224.6704;213.9263;82;150;276;276
1.22758;185.2302;146.9066;122.2489;3415;181.7607;145.4478;121.8518;7037;178.7265;136.3744;109.7121;5668;184.4222;142.7612;116.9405;7006;177.7964;138.9816;114.2423;14570;204.5097;207.3497;202.8637;80;150;275;275
1.28006;185.2302;146.9066;122.2489;3415;181.7607;145.4478;121.8518;7037;178.7265;136.3744;109.7121;5668;184.4222;142.7612;116.9405;7006;177.7964;138.9816;114.2423;14570;204.5097;207.3497;202.8637;80;150;275;275
1.29695;187.3169;141.7008;142.3489;2941;185.9491;142.7025;143.0014;5732;191.9763;141.7643;137.5264;4730;190.8552;141.8500;140.1726;5995;187.4466;141.1068;139.2869;11801;187.0480;176.0120;187.8369;78;150;274;274
1.34325;187.3169;141.7008;142.3489;2941;185.9491;142.7025;143.0014;5732;191.9763;141.7643;137.5264;4730;190.8552;141.8500;140.1726;5995;187.4466;141.1068;139.2869;11801;187.0480;176.0120;187.8369;78;150;274;274
1.36030;199.3381;157.2663;148.6129;3038;194.9386;155.9279;148.6587;6464;194.1158;146.7206;135.7672;5300;198.1241;151.9969;141.9556;6423;191.9714;149.1167;140.4227;13753;196.8181;191.5679;198.0789;75;150;273;273
1.39753;199.3381;157.2663;148.6129;3038;194.9386;155.9279;148.6587;6464;194.1158;146.7206;135.7672;5300;198.1241;151.9969;141.9556;6423;191.9714;149.1167;140.4227;13753;196.8181;191.5679;198.0789;75;150;273;273
1.41258;198.4654;156.4690;148.9764;3096;193.5301;154.2384;147.9030;6321;197.4170;149.7511;138.7968;5070;198.9111;153.0284;143.3738;6442;192.8967;149.9877;141.9465;13242;196.7835;191.4543;198.1374;73;150;271;271
1.45296;198.4654;156.4690;148.9764;3096;193.5301;154.2384;147.9030;6321;197.4170;149.7511;138.7968;5070;198.9111;153.0284;143.3738;6442;192.8967;149.9877;141.9465;13242;196.7835;191.4543;198.1374;73;150;271;271
1.47102;196.8146;155.3146;148.8231;3058;193.0069;154.4770;149.1452;6247;198.0600;149.9376;140.7578;4983;198.7948;152.9135;144.9160;6297;193.5309;150.6882;143.7385;13157;197.6125;191.9244;199.2134;72;150;269;269
1.53033;200.3716;160.5918;155.6549;2979;196.6786;159.8276;155.4295;6095;197.3715;148.7878;141.1818;4939;200.2049;154.7005;148.2673;6124;194.9514;152.7235;147.0116;12895;197.6833;191.8388;200.0140;72;150;269;269
1.54590;200.3675;160.5827;155.6500;2974;196.3238;159.6161;155.2868;6057;197.3616;148.8417;141.2685;4984;200.1695;154.5639;148.1617;6152;195.1378;152.8253;147.1260;12613;197.6833;191.8388;200.0140;72;150;268;268
1.59304;197.1470;155.4548;151.6322;2953;194.3427;155.2373;152.0008;5886;200.7329;154.3193;146.8630;4845;200.1351;154.8058;148.9007;6025;195.9624;153.3518;148.3156;12223;197.8446;191.4597;200.0876;72;150;268;268
1.60850;196.8960;155.4182;151.7110;2934;194.2374;155.3622;152.1298;5770;200.9654;153.7042;146.2877;4595;200.2103;154.8251;148.9270;5934;196.0633;153.3958;148.3618;12025;197.8446;191.4597;200.0876;71;150;267;267
1.64674;199.8115;159.5597;157.5493;2891;197.5077;160.4987;158.0993;5570;199.4247;151.8343;144.9398;4648;201.0086;155.8412;151.0532;5901;196.5130;154.4431;150.1854;11932;198.6553;191.9598;200.9639;71;150;267;267
1.66239;199.3705;159.1567;157.2740;2872;197.1147;160.1793;157.8635;5510;199.4673;151.3742;144.5283;4573;200.4853;155.0051;150.4365;5881;196.5797;154.3028;150.0815;11805;198.6553;191.9598;200.9639;70;150;266;266
1.70750;209.5256;170.4669;170.9894;2827;207.5815;170.8284;170.8314;5467;210.3082;164.9125;160.8925;4698;210.8324;167.4932;165.4721;5920;207.6675;166.7965;164.9399;11808;204.7040;196.4918;205.9116;70;150;266;266
1.72363;209.2064;170.3841;170.9241;2859;207.5440;171.1637;171.0501;5454;210.7540;164.7768;160.8717;4605;210.7506;167.1709;165.2653;5911;207.9395;167.0820;165.1544;11694;204.7040;196.4918;205.9116;68;149;266;266
1.77100;208.9235;168.9964;170.9281;2809;207.9337;170.4707;171.6398;5247;211.3078;164.8290;161.8670;4525;211.0827;166.5999;165.7986;5769;208.1088;166.3061;165.5548;11486;205.3304;194.2645;205.0382;68;149;266;266
1.78976;208.9375;169.4207;171.2142;2862;208.1102;170.9168;171.9591;5263;211.4549;164.6793;161.6777;4555;211.2934;166.9190;166.0564;5812;208.4659;166.6950;165.8598;11429;205.3304;194.2645;205.0382;67;148;266;266
1.82908;212.5261;173.7752;177.7301;2642;211.2126;175.4279;177.6502;4905;183.3320;169.0478;177.7639;8480;189.6053;167.3221;175.4418;8255;211.2585;169.1552;169.0410;10470;204.7641;193.7408;205.2419;67;148;266;266
1.88317;209.0801;169.4651;174.9981;2610;210.1163;172.2565;176.1680;4506;186.7496;174.1651;183.3585;8438;190.8681;169.2552;178.1803;8226;211.5748;169.4344;170.7839;10058;204.8677;192.9145;205.6205;67;147;266;266
1.92621;209.0801;169.4651;174.9981;2610;210.1163;172.2565;176.1680;4506;186.7496;174.1651;183.3585;8438;190.8681;169.2552;178.1803;8226;211.5748;169.4344;170.7839;10058;204.8677;192.9145;205.6205;67;147;266;266
1.94882;211.8032;174.2858;179.0649;2327;212.5910;176.5886;179.8789;4054;213.1541;165.1029;163.8468;4178;189.8438;169.2970;177.8470;7849;211.5314;169.1708;169.9681;9624;205.1555;194.0137;205.9100;67;146;264;264
1.99029;211.8032;174.2858;179.0649;2327;212.5910;176.5886;179.8789;4054;213.1541;165.1029;163.8468;4178;189.8438;169.2970;177.8470;7849;211.5314;169.1708;169.9681;9624;205.1555;194.0137;205.9100;67;146;264;264
2.01099;211.2507;172.1040;177.5964;2106;213.1713;174.5356;178.6077;3620;188.8250;176.6283;186.6483;8531;192.1043;172.5998;182.4649;7673;195.5642;176.1719;184.5319;14687;204.5421;192.7450;205.8335;66;144;264;264
2.05363;211.2507;172.1040;177.5964;2106;213.1713;174.5356;178.6077;3620;188.8250;176.6283;186.6483;8531;192.1043;172.5998;182.4649;7673;195.5642;176.1719;184.5319;14687;204.5421;192.7450;205.8335;66;144;264;264
2.07295;209.8186;170.6786;175.8505;2321;211.2932;174.0362;177.2963;4175;188.6741;176.8175;185.2527;8548;191.9418;172.0520;180.5705;7996;195.3152;175.9267;182.6639;15577;204.6826;193.7413;206.0541;64;142;266;266
2.12312;210.6920;174.0798;178.4258;2344;210.6251;176.4805;178.9891;4414;187.1423;176.0306;183.8596;8517;191.2669;172.3910;179.9325;8003;193.9467;175.4739;181.5958;15795;204.3317;193.6263;205.3859;64;142;266;266
2.14201;210.9645;175.2124;179.1913;2420;210.9495;177.2146;179.4214;4511;189.1799;177.4064;184.7531;8494;192.8511;174.0591;181.2036;8040;195.5789;176.9828;182.7043;15853;204.3317;193.6263;205.3859;63;140;266;266
2.18717;207.5457;170.1333;174.5868;2505;208.9135;172.6769;175.6327;4370;191.7364;181.6283;188.6289;8504;193.6267;175.4039;182.4454;8089;210.9596;170.8989;171.2808;9995;204.5293;194.9321;206.1609;63;140;266;266
2.20564;208.0312;171.1669;175.3290;2529;209.4772;173.6850;176.3646;4407;193.4172;182.8829;189.4378;8525;194.9850;177.0671;183.8003;8179;211.4169;171.5537;171.7853;10019;204.5293;194.9321;206.1609;62;138;267;267
2.25107;209.2622;175.4065;177.6990;2502;209.9377;177.3359;178.5929;4606;190.2129;180.0339;186.1605;8577;192.9239;175.6752;181.4720;8104;209.4971;171.2375;169.9908;10454;204.7331;196.7822;207.2420;62;138;267;267
2.26910;210.2189;177.0960;178.9312;2645;210.2144;178.2755;179.2495;4665;212.6774;168.3460;164.4781;4309;195.7808;178.0597;183.1052;8359;210.2417;172.1975;170.7478;10453;204.7331;196.7822;207.2420;62;136;266;266
2.30999;205.9010;170.4488;173.6634;2656;207.6833;173.2147;174.9146;4522;214.6160;172.1811;167.3878;4224;196.1966;178.2057;182.6882;8343;210.4164;172.0635;170.2398;10244;204.4874;196.7683;207.1191;62;136;266;266
2.36346;207.9610;173.4515;176.2410;2485;209.0407;175.4499;177.0036;4499;213.6893;171.1603;167.1469;4274;197.4585;179.6925;184.5607;8136;210.4293;172.3822;170.9122;10408;205.0669;197.4942;207.5026;62;134;265;265
2.40903;207.9610;173.4515;176.2410;2485;209.0407;175.4499;177.0036;4499;213.6893;171.1603;167.1469;4274;197.4585;179.6925;184.5607;8136;210.4293;172.3822;170.9122;10408;205.0669;197.4942;207.5026;62;134;265;265
2.42723;208.0518;175.4553;177.5935;2664;208.1940;176.5718;177.6840;4851;195.6515;185.0197;188.9988;8669;198.3372;181.3792;185.2034;8292;210.6495;174.1017;171.8608;10579;204.5930;197.9281;207.5592;62;132;265;265
2.47242;208.0518;175.4553;177.5935;2664;208.1940;176.5718;177.6840;4851;195.6515;185.0197;188.9988;8669;198.3372;181.3792;185.2034;8292;210.6495;174.1017;171.8608;10579;204.5930;197.9281;207.5592;62;132;265;265
2.49132;205.1891;172.2210;174.0577;2633;206.3124;174.6261;175.1642;4603;200.1630;190.0532;192.9740;8737;199.8354;182.5027;185.6382;8267;209.9806;173.8074;170.9768;10420;204.9107;198.0683;207.4658;61;130;266;266
2.53483;205.1891;172.2210;174.0577;2633;206.3124;174.6261;175.1642;4603;200.1630;190.0532;192.9740;8737;199.8354;182.5027;185.6382;8267;209.9806;173.8074;170.9768;10420;204.9107;198.0683;207.4658;61;130;266;266
2.55262;208.0314;175.9988;177.6862;2454;208.8267;178.2719;179.0574;4443;199.2519;189.0068;191.0530;8678;200.2866;183.0403;185.3904;8108;210.2833;174.1890;170.9855;10200;204.9476;198.2573;207.7128;61;128;266;266
2.59692;208.0314;175.9988;177.6862;2454;208.8267;178.2719;179.0574;4443;199.2519;189.0068;191.0530;8678;200.2866;183.0403;185.3904;8108;210.2833;174.1890;170.9855;10200;204.9476;198.2573;207.7128;61;128;266;266
2.61514;205.2422;170.8167;173.1187;2510;205.7459;173.2594;174.2853;4514;203.4884;193.3556;194.5833;8744;203.7080;186.4757;187.7688;8295;203.0912;186.3548;187.7766;16232;204.6358;198.4068;207.6045;62;125;266;266
2.65661;205.2422;170.8167;173.1187;2510;205.7459;173.2594;174.2853;4514;203.4884;193.3556;194.5833;8744;203.7080;186.4757;187.7688;8295;203.0912;186.3548;187.7766;16232;204.6358;198.4068;207.6045;62;125;266;266
2.67633;205.0631;172.6797;174.2204;2613;206.2077;175.2367;175.7388;4575;202.8370;191.5121;193.3910;8706;203.1481;184.8648;186.6886;8237;210.0730;173.6363;170.7426;10286;205.3072;198.6919;207.7908;62;122;266;266
2.73106;204.5450;171.1739;173.3286;2444;205.1390;173.0872;174.2610;4288;201.0163;189.9134;191.6952;8703;203.4472;185.9143;187.5767;8193;208.7106;172.1847;169.4336;10176;204.7320;198.7415;207.9132;62;122;266;266
2.74941;205.7913;173.6359;175.3820;2631;206.1486;174.8762;175.4921;4597;202.9160;191.2463;192.5048;8968;205.6965;187.8162;188.9412;8514;210.0013;174.1609;171.1813;10539;204.7320;198.7415;207.9132;62;118;268;268
2.78924;203.1516;169.2140;171.6607;2514;204.2527;172.0164;173.1529;4329;204.3370;193.2257;194.1958;8854;205.0674;187.1136;188.3128;8293;209.2713;172.8770;169.8724;10120;204.9858;198.4012;207.5810;62;118;268;268
2.80613;204.5363;171.9098;173.9002;2616;205.4307;173.9363;174.5500;4600;205.7051;194.1221;194.8160;8810;206.7858;188.7829;189.5682;8365;210.0330;174.2993;171.0456;10685;204.9858;198.4012;207.5810;62;115;269;269
2.84424;206.0712;173.3968;176.0757;2485;206.4214;175.4949;176.7392;4336;205.8485;194.7824;195.2304;9040;206.9505;189.4758;190.5787;8372;209.5547;173.3267;170.5705;10255;205.1604;198.5370;207.6091;62;115;269;269
2.86229;207.2902;176.3028;178.4191;2553;208.2177;178.2395;178.9100;4455;208.3486;195.9589;195.9311;8668;209.7333;191.6940;192.0878;8340;211.6471;176.0117;172.8017;10283;205.1604;198.5370;207.6091;65;112;267;267
2.90733;202.8849;169.6177;171.5937;2459;204.1428;171.8223;173.2291;4334;211.8999;200.4181;199.9423;8749;211.0982;192.7582;192.6319;8227;210.3688;174.5808;171.1790;10209;204.6005;197.9370;207.0841;65;112;267;267
2.92402;203.8594;171.1579;172.9283;2539;205.0998;173.2634;174.3329;4488;212.9747;200.4308;199.4982;8827;211.8986;193.2708;193.0150;8311;211.3729;176.0858;172.5787;10376;204.6005;197.9370;207.0841;68;110;266;266
2.97142;205.2693;173.2297;175.5377;2425;206.4275;176.3502;177.4444;4318;210.6930;198.2802;197.9455;8804;210.9198;192.6360;192.7467;8239;207.3322;190.0806;190.4654;16075;204.9638;197.4503;206.5452;68;110;266;266
2.98981;207.0912;176.2402;178.0538;2510;207.2109;177.5730;178.3783;4452;212.1445;198.8574;198.0800;8842;212.7660;194.5040;194.1883;8179;208.8299;190.7407;190.6812;15949;204.9638;197.4503;206.5452;71;108;264;264
3.02664;203.7870;170.2044;173.0408;2427;204.4246;172.2321;173.7831;4270;217.4889;178.7075;171.9476;4387;212.7911;193.8614;193.4794;8044;210.9505;175.5527;172.5817;10150;204.6605;196.9084;206.3308;71;108;264;264
3.08328;204.1684;171.7524;174.1929;2411;206.4238;175.0775;176.1912;4143;214.1615;201.0992;199.5460;8520;213.3595;194.1137;193.2398;7927;212.5619;177.3360;173.6322;9668;205.2374;199.4293;208.3000;74;106;261;261
3.12528;204.1684;171.7524;174.1929;2411;206.4238;175.0775;176.1912;4143;214.1615;201.0992;199.5460;8520;213.3595;194.1137;193.2398;7927;212.5619;177.3360;173.6322;9668;205.2374;199.4293;208.3000;74;106;261;261
3.14725;208.2512;177.5736;179.0624;2500;209.0948;179.3892;180.0480;4314;217.8678;179.1375;172.0350;4401;213.8477;178.0810;174.8747;5299;213.3403;178.7335;175.1592;10057;204.9811;198.3301;207.5422;76;104;260;260
3.18846;208.2512;177.5736;179.0624;2500;209.0948;179.3892;180.0480;4314;217.8678;179.1375;172.0350;4401;213.8477;178.0810;174.8747;5299;213.3403;178.7335;175.1592;10057;204.9811;198.3301;207.5422;76;104;260;260
3.21115;207.1038;176.4754;178.2361;2524;207.7799;177.7933;177.9617;4466;221.1820;183.8223;176.5101;4154;215.5341;195.5237;194.3765;8010;213.6930;180.0805;176.3004;10107;205.0319;199.2170;208.1385;78;103;258;258
3.25239;207.1038;176.4754;178.2361;2524;207.7799;177.7933;177.9617;4466;221.1820;183.8223;176.5101;4154;215.5341;195.5237;194.3765;8010;213.6930;180.0805;176.3004;10107;205.0319;199.2170;208.1385;78;103;258;258
3.27160;211.7650;184.8840;184.2489;2587;211.5528;184.9236;183.5917;4631;219.3024;180.8380;173.9395;4216;215.9490;196.2934;194.4891;7996;214.5142;182.0647;177.8291;10360;205.2822;199.3986;208.0781;80;102;257;257
3.32313;209.8821;180.0381;180.9203;2571;209.9358;180.7502;180.5490;4608;220.3538;183.0961;176.5751;4265;215.9090;181.8059;178.8325;5296;215.0802;181.7381;178.1991;10285;204.5919;197.8131;206.9287;80;102;257;257
3.34127;210.0465;180.0162;180.9295;2538;209.9358;180.7502;180.5490;4608;220.8038;183.7785;177.2856;4104;216.1223;182.0383;179.0326;5299;215.1839;181.9036;178.3088;10306;204.5919;197.8131;206.9287;82;102;255;255
3.38717;209.5066;181.5723;181.4986;2511;210.0765;182.6906;181.5542;4547;220.5443;181.4261;175.0895;4088;215.8502;181.2906;178.0226;5221;214.9861;181.7715;177.7398;10150;205.2449;199.6936;208.7764;82;102;255;255
3.40517;209.8540;182.1501;182.0652;2425;210.2477;183.1233;181.9879;4397;220.6122;181.6238;175.3505;4123;215.8941;181.3313;178.1623;5035;215.0642;181.9525;178.0330;9941;205.2449;199.6936;208.7764;84;103;252;252
3.45107;211.9369;185.1039;184.9299;2426;211.5210;184.6388;183.7942;4305;220.8835;181.8288;175.6558;4053;216.2908;195.5328;194.0575;7494;215.5786;182.4963;178.7503;9853;205.2434;199.6951;208.6108;84;103;252;252
3.46812;212.3750;186.0443;185.6478;2416;212.1191;185.5594;184.4497;4401;221.3365;182.3978;176.2413;3982;216.4024;195.3022;193.7555;7492;216.1227;183.4625;179.6619;9765;205.2434;199.6951;208.6108;85;102;251;251
3.50675;210.4010;181.8600;181.3450;2536;209.7820;182.1935;181.1530;4528;222.0849;184.3075;177.8465;3935;216.5363;182.4274;179.2050;5098;215.3706;182.8410;178.9779;9863;204.8026;198.4938;207.6090;85;102;251;251
3.56349;212.9882;186.4642;185.6619;2363;212.6063;186.7503;184.9180;4453;219.8353;180.7190;174.6519;4068;217.5610;183.3150;179.7159;4918;215.4664;182.9973;179.0310;10024;205.4471;199.9724;208.8380;86;102;251;251
3.60140;212.9882;186.4642;185.6619;2363;212.6063;186.7503;184.9180;4453;219.8353;180.7190;174.6519;4068;217.5610;183.3150;179.7159;4918;215.4664;182.9973;179.0310;10024;205.4471;199.9724;208.8380;86;102;251;251
3.62714;209.8493;180.6119;181.1792;2422;209.7366;181.2868;180.7241;4408;221.3103;184.0168;177.7465;4051;216.7065;182.2709;179.1778;5001;215.1218;182.4265;178.8605;10018;204.5862;197.9288;207.1259;87;102;249;249
3.66361;209.8493;180.6119;181.1792;2422;209.7366;181.2868;180.7241;4408;221.3103;184.0168;177.7465;4051;216.7065;182.2709;179.1778;5001;215.1218;182.4265;178.8605;10018;204.5862;197.9288;207.1259;87;102;249;249
3.69089;209.7036;180.9399;181.7169;2331;210.4066;182.7499;182.5493;4267;218.0836;180.0681;174.8600;4187;214.8347;180.0189;177.6712;5124;213.7616;180.8281;177.8459;9976;205.1054;199.1291;208.1246;88;102;248;248
3.72836;209.7036;180.9399;181.7169;2331;210.4066;182.7499;182.5493;4267;218.0836;180.0681;174.8600;4187;214.8347;180.0189;177.6712;5124;213.7616;180.8281;177.8459;9976;205.1054;199.1291;208.1246;88;102;248;248
3.74353;210.8643;182.6330;183.3387;2365;211.0583;184.4655;183.9496;4206;218.7811;182.0219;176.0097;4107;215.8392;182.1989;179.1420;4957;214.5538;182.5866;179.0381;9883;205.1507;198.6632;208.0090;90;102;247;247
3.78047;210.8643;182.6330;183.3387;2365;211.0583;184.4655;183.9496;4206;218.7811;182.0219;176.0097;4107;215.8392;182.1989;179.1420;4957;214.5538;182.5866;179.0381;9883;205.1507;198.6632;208.0090;90;102;247;247
3.80325;209.4872;180.2799;181.3096;2219;208.7880;180.6848;180.3721;4165;221.0433;184.4386;179.2881;4065;216.5292;182.4982;180.3828;4783;215.1290;182.8246;179.7796;9647;205.0225;198.8603;207.8688;90;102;246;246
3.84031;209.4872;180.2799;181.3096;2219;208.7880;180.6848;180.3721;4165;221.0433;184.4386;179.2881;4065;216.5292;182.4982;180.3828;4783;215.1290;182.8246;179.7796;9647;205.0225;198.8603;207.8688;90;102;246;246
3.86707;212.8724;184.6262;185.4526;2108;212.2159;185.2796;184.8755;3992;217.0298;180.7345;175.2814;4328;215.6023;182.1242;179.5628;4870;214.7061;182.7662;179.3456;9785;205.2491;198.6127;207.8014;92;101;246;246
3.93106;206.7510;176.8916;177.8911;2149;207.4278;179.2542;179.2123;3962;221.9500;185.5180;179.2247;3880;215.7598;181.6704;178.8350;4642;215.1295;182.7146;179.0948;9321;204.6895;197.9376;207.0608;92;101;246;246
3.94800;208.1362;179.3247;179.9290;2196;208.5706;181.1174;180.5855;4029;222.5405;186.2298;180.0474;3878;216.5235;182.9555;180.0091;4720;215.6826;183.8716;180.1490;9394;204.6895;197.9376;207.0608;92;99;246;246
3.98583;207.5334;177.3356;179.1459;2083;208.1511;179.7748;180.3198;3793;219.4460;181.2264;175.6520;4011;214.5879;179.1843;176.8728;4676;214.1291;180.5971;177.5932;9243;205.3759;198.5537;207.6125;92;99;246;246
4.00114;208.4280;178.6866;180.3356;2077;209.1918;181.4754;181.7897;3795;220.2587;182.2020;176.6621;3892;214.9251;179.6830;177.4186;4644;214.6133;181.4982;178.5248;9161;205.3759;198.5537;207.6125;94;98;243;243
4.04243;207.2922;176.6835;178.2908;2060;208.6926;180.0933;180.4901;3891;222.6002;185.2224;178.7280;3732;215.7206;193.7756;192.6416;6817;215.5016;182.4326;178.8756;9108;205.5098;199.6047;208.7166;94;98;243;243
4.06183;208.3775;178.6940;179.9056;2098;209.3492;181.1505;181.3157;3846;222.6121;185.3754;179.2835;3668;216.6842;194.7885;193.6238;6804;215.8121;183.0499;179.6054;8982;205.5098;199.6047;208.7166;95;97;240;240
4.10722;204.1187;173.4993;175.2843;2047;206.0647;177.8729;177.9415;3878;221.6678;185.2378;178.8298;3667;214.3390;179.6750;177.1068;4449;214.0561;181.6900;178.2164;8899;205.3986;199.6324;208.5386;95;97;240;240
4.12496;205.5554;175.7810;177.2797;1977;206.2110;178.2947;178.3541;3838;221.9785;185.8452;179.5944;3676;215.0652;180.7537;178.0825;4389;214.2246;181.9750;178.5270;8909;205.3986;199.6324;208.5386;96;96;239;239
4.17119;207.0404;176.8098;179.0720;1930;207.8462;179.9047;180.6798;3601;222.4425;184.8038;178.8043;3593;215.2841;193.1482;191.9199;6666;215.3073;182.1700;179.0343;8553;205.9203;200.6012;209.2190;96;96;239;239
4.18873;207.6837;177.9572;180.0516;1938;208.6900;181.1271;181.6365;3681;222.5359;185.0005;179.1216;3650;215.5690;193.4680;192.2065;6547;215.8594;183.0390;179.9481;8537;205.9203;200.6012;209.2190;97;95;238;238
4.22454;201.0666;167.5855;170.7235;1877;203.5669;173.5332;174.7048;3648;222.1427;187.7673;181.1966;3687;213.1911;178.7078;176.4699;4292;213.7865;181.3907;178.0993;8606;205.0297;198.8204;207.9211;97;95;238;238
4.28309;204.1704;171.6744;175.6612;1901;207.0927;177.3400;178.8936;3582;222.4677;184.6520;178.9876;3626;214.2670;191.0339;190.4624;6486;215.4106;181.5767;178.9587;8407;205.7488;199.8657;208.7108;97;93;238;238
